id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
712032106671528400,https://www.airbnb.com/rooms/712032106671528400,20231223055446,2023-12-23,city scrape,Townhouse in Den Haag · ★5.0 · 5 bedrooms · 4 beds · 2.5 baths,,"Het huis is gelegen in de Archipelbuurt. Een van de mooiste buurten van Den Haag met prachtige karakteristieke huizen. Erg rustig wonen en heel kindvriendelijk (zijn bijvoorbeeld een aantal speeltuinen in de buurt). Centraal gelegen: dichtbij strand en stadscentrum en dichtbij groen (klein bos op 5 min loopafstand).  Op 5 min. loopafstand van het huis is een winkelstraat met een supermarkt, paar winkeltjes en horecagelegenheden.",https://a0.muscache.com/pictures/miso/Hosting-712032106671528400/original/cd31e88a-30b9-4ec3-a7e9-cbc3905b60db.jpeg,26105624,https://www.airbnb.com/users/show/26105624,Sanne,2015-01-14,"The Hague, Netherlands","Hi am Sanne and live in The Hague with my husband Thomas and 3 kids. We love living in The Hague. It is a pleasant, green city near the beach which makes living here great! We love traveling and to discover new places and get to know new cultures.",within a day,100%,38%,f,https://a0.muscache.com/im/pictures/user/fc092b19-f5ce-4c11-a913-5aca15652faa.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fc092b19-f5ce-4c11-a913-5aca15652faa.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Archipelbuurt,Wijk 05 Archipelbuurt,52.09276,4.30112,Entire townhouse,Entire home/apt,6,,2.5 baths,,4,[],$350.00,7,1125,7,7,1125,1125,7.0,1125.0,,t,6,10,13,70,2023-12-23,3,3,0,2023-05-07,2023-08-16,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0518 344D F7B2 6848 4A4F,f,1,1,0,0,0.39
714208885264939624,https://www.airbnb.com/rooms/714208885264939624,20231223055446,2023-12-23,city scrape,Serviced apartment in Den Haag · Studio · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-714208885264939624/original/dfb9dbfc-d814-40e3-af98-7613e20e9efd.jpeg,89577677,https://www.airbnb.com/users/show/89577677,Marvin,2016-08-12,"Alphen aan den Rijn, Netherlands",Ondernemend sportief en sociaal ,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-89577677/original/1cbce82d-d4e7-4d86-9e3b-d9016b515223.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-89577677/original/1cbce82d-d4e7-4d86-9e3b-d9016b515223.jpeg?aki_policy=profile_x_medium,,4,31,"['email', 'phone', 'work_email']",t,t,,Voorhout,Wijk 28 Centrum,52.07842,4.3091,Entire serviced apartment,Entire home/apt,2,,1 bath,,1,[],$128.00,7,365,4,7,365,365,6.9,365.0,,t,8,26,56,331,2023-12-23,2,2,0,2023-01-03,2023-07-01,5.0,5.0,5.0,4.5,5.0,5.0,5.0,Exempt,t,4,4,0,0,0.17
714219042466915637,https://www.airbnb.com/rooms/714219042466915637,20231223055446,2023-12-23,city scrape,Serviced apartment in Den Haag · ★4.96 · 1 bedroom · 1 bed · 1.5 baths,,,https://a0.muscache.com/pictures/miso/Hosting-714219042466915637/original/8ede9cc8-0a46-4d1d-abf5-23567990b6a7.jpeg,89577677,https://www.airbnb.com/users/show/89577677,Marvin,2016-08-12,"Alphen aan den Rijn, Netherlands",Ondernemend sportief en sociaal ,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-89577677/original/1cbce82d-d4e7-4d86-9e3b-d9016b515223.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-89577677/original/1cbce82d-d4e7-4d86-9e3b-d9016b515223.jpeg?aki_policy=profile_x_medium,,4,31,"['email', 'phone', 'work_email']",t,t,,Voorhout,Wijk 28 Centrum,52.08001,4.30923,Entire serviced apartment,Entire home/apt,2,,1.5 baths,,1,[],$149.00,7,365,4,7,365,365,6.9,365.0,,t,27,57,87,362,2023-12-23,23,23,1,2022-12-24,2023-12-06,4.96,4.87,5.0,4.86,5.0,5.0,4.78,Exempt,t,4,4,0,0,1.89
714224535530635063,https://www.airbnb.com/rooms/714224535530635063,20231223055446,2023-12-23,city scrape,Serviced apartment in Den Haag · ★4.68 · 2 bedrooms · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-714224535530635063/original/12211979-62e1-4b5d-89f4-436b39c932ef.jpeg,89577677,https://www.airbnb.com/users/show/89577677,Marvin,2016-08-12,"Alphen aan den Rijn, Netherlands",Ondernemend sportief en sociaal ,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-89577677/original/1cbce82d-d4e7-4d86-9e3b-d9016b515223.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-89577677/original/1cbce82d-d4e7-4d86-9e3b-d9016b515223.jpeg?aki_policy=profile_x_medium,,4,31,"['email', 'phone', 'work_email']",t,t,,Voorhout,Wijk 28 Centrum,52.07948,4.30862,Entire serviced apartment,Entire home/apt,4,,1 bath,,2,[],$210.00,7,365,4,7,365,1125,6.9,366.7,,t,5,32,62,330,2023-12-23,22,22,0,2023-01-02,2023-11-20,4.68,4.73,4.73,4.73,4.68,4.77,4.55,Exempt,t,4,4,0,0,1.85
714226741314983474,https://www.airbnb.com/rooms/714226741314983474,20231223055446,2023-12-23,city scrape,Serviced apartment in Den Haag · 2 bedrooms · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-714226741314983474/original/cf17270b-5e60-47f3-ad9e-cfbec6b0d832.jpeg,89577677,https://www.airbnb.com/users/show/89577677,Marvin,2016-08-12,"Alphen aan den Rijn, Netherlands",Ondernemend sportief en sociaal ,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-89577677/original/1cbce82d-d4e7-4d86-9e3b-d9016b515223.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-89577677/original/1cbce82d-d4e7-4d86-9e3b-d9016b515223.jpeg?aki_policy=profile_x_medium,,4,31,"['email', 'phone', 'work_email']",t,t,,Kortenbos,Wijk 28 Centrum,52.07935,4.30834,Entire serviced apartment,Entire home/apt,4,,1 bath,,2,[],$245.00,7,365,4,7,365,365,6.9,365.0,,t,19,49,79,354,2023-12-23,2,2,0,2023-07-28,2023-11-04,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Exempt,t,4,4,0,0,0.40
716555126368446401,https://www.airbnb.com/rooms/716555126368446401,20231223055446,2023-12-23,city scrape,Home in Den Haag · ★4.60 · 1 bedroom · 1 bed · 1.5 shared baths,,"You'll love staying in this vibrant and eclectic neighborhood, which boasts a fantastic selection of restaurants, cafes, and shops, all within walking distance of our home.<br /><br />The famous Peace Palace is just a short stroll away, as is the beautiful Scheveningen beach. You'll love exploring the charming streets of Statenkwartier, which are lined with historic buildings, trendy boutiques, and cozy cafes.<br /><br />The Hague is known for its cultural attractions, and you'll be just a stone's throw away from some of the best museums and galleries in the city. Take a stroll through the picturesque Westbroekpark, or head to the nearby Madurodam miniature park for a unique and fun-filled adventure.<br /><br />And when you're ready to unwind after a day of exploring, you'll find that our apartment is the perfect place to relax and recharge. With modern furnishings, a fully equipped kitchen, and a cozy bedroom, you'll have everything you need to make yourself at home.<br /><br />Book y",https://a0.muscache.com/pictures/miso/Hosting-716555126368446401/original/6b48b077-10f7-4a07-a212-d911e4298e4c.jpeg,405254283,https://www.airbnb.com/users/show/405254283,Boris,2021-06-04,,"",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/d261c236-ab8e-47f5-acac-e8296802e5da.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d261c236-ab8e-47f5-acac-e8296802e5da.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Statenkwartier,Wijk 09 Geuzen- en Statenkwartier,52.09764,4.27993,Private room in home,Private room,2,,1.5 shared baths,,1,[],$148.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,25,55,85,360,2023-12-23,20,13,0,2022-09-18,2023-07-27,4.6,4.65,4.65,4.8,4.95,4.85,4.4,0518 6B0A BC3C 02EC 4201,f,1,0,1,0,1.30
723004027616027154,https://www.airbnb.com/rooms/723004027616027154,20231223055446,2023-12-23,city scrape,Home in Den Haag · 1 bedroom · 1 bed · 2 baths,,"Deze ruime en luxe woning is gelegen op een sublieme locatie in het bruisende Zeeheldenkwartier. In een rustige straat maar pal achter de gezellige Piet Heinstraat met een ruim aanbod aan kleinschalige horeca, beauty en lifestyle. Daarnaast staat het Zeeheldenkwartier bekend om de gunstige ligging ten opzichte van het Centrum, snelweg A12, internationale organisaties maar ook nog op fietsafstand van het strand van Scheveningen.",https://a0.muscache.com/pictures/miso/Hosting-723004027616027154/original/1bfed555-613f-4e34-9cd8-5d523e261105.jpeg,41472260,https://www.airbnb.com/users/show/41472260,Romke,2015-08-14,"The Hague, Netherlands","Ik woon met mijn vriendin ruim twee jaar met veel plezier in deze woning. Wij houden van surfen, reizen, lekker eten en koken. Tijdens onze reizen zoeken wij zelf altijd naar fijne en bijzondere plekken om te verblijven. Zo willen wij ook onze gasten een warm en fijn verblijf aanbieden. 
",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/2bb925d8-18c3-44e7-ab2a-24bf7f160921.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2bb925d8-18c3-44e7-ab2a-24bf7f160921.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Zeeheldenkwartier,Wijk 22 Zeeheldenkwartier,52.07966733280693,4.29812167448061,Entire home,Entire home/apt,2,,2 baths,,1,[],$200.00,6,120,6,6,120,120,6.0,120.0,,t,0,0,0,165,2023-12-23,0,0,0,,,,,,,,,,0518 1EA4 350C 8322 4E72,f,1,1,0,0,
723672042468451637,https://www.airbnb.com/rooms/723672042468451637,20231223055446,2023-12-23,previous scrape,Condo in Den Haag · ★5.0 · 1 bedroom · 1 bed · 1 bath,,"Rustige doch levendige buurt met supermarkten, restaurants en cafés op loopafstand.",https://a0.muscache.com/pictures/miso/Hosting-723672042468451637/original/aefc604d-1398-408b-ac3f-19465fee8ac9.jpeg,56613213,https://www.airbnb.com/users/show/56613213,Vera,2016-01-29,"The Hague, Netherlands","",N/A,N/A,100%,t,https://a0.muscache.com/im/pictures/user/0eb07f1a-7a8e-4f1b-97a1-fa19624224cc.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0eb07f1a-7a8e-4f1b-97a1-fa19624224cc.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Bezuidenhout-Oost,Wijk 26 Bezuidenhout,52.08136,4.34305,Entire condo,Entire home/apt,2,,1 bath,,1,[],,2,3,2,2,3,3,2.0,3.0,,,0,0,0,0,2023-12-23,10,7,0,2022-10-09,2023-05-20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0518 C2DF 3DF9 C9D9 A3C4,f,1,1,0,0,0.68
723677034709131887,https://www.airbnb.com/rooms/723677034709131887,20231223055446,2023-12-23,city scrape,Condo in Den Haag · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,,Midden in winkelcentrum,https://a0.muscache.com/pictures/miso/Hosting-723677034709131887/original/309bf780-8cd4-4413-bdce-34c29532effe.jpeg,14791629,https://www.airbnb.com/users/show/14791629,Has,2014-04-27,Netherlands,Den Haag,within an hour,100%,67%,t,https://a0.muscache.com/im/pictures/user/ce1d1db9-48c6-4ab9-8679-1a0215153b8b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ce1d1db9-48c6-4ab9-8679-1a0215153b8b.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'work_email']",t,t,"Den Haag, Zuid-Holland, Netherlands",De Velden,Wijk 44 Leidschenveen,52.0650423371618,4.4024978153442484,Entire condo,Entire home/apt,4,,1.5 baths,,2,[],$175.00,15,1125,15,15,1125,1125,15.0,1125.0,,t,1,3,24,299,2023-12-23,4,3,0,2022-11-23,2023-10-22,5.0,4.75,5.0,4.75,4.75,5.0,4.5,0518 5753 E3E6 B4DA 4F94,f,1,1,0,0,0.30
725387207207248006,https://www.airbnb.com/rooms/725387207207248006,20231223055446,2023-12-23,previous scrape,Condo in Den Haag · 1 bedroom · 1 bed · 1 shared bath,,,https://a0.muscache.com/pictures/miso/Hosting-725387207207248006/original/e901399d-f226-4ae3-8040-150de4820d93.jpeg,213972202,https://www.airbnb.com/users/show/213972202,Victoria,2018-09-06,"The Hague, Netherlands","",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/3c904b43-e155-45f3-90dd-b181cdff0aa5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3c904b43-e155-45f3-90dd-b181cdff0aa5.jpg?aki_policy=profile_x_medium,,2,4,"['email', 'phone']",t,t,,Heesterbuurt,Wijk 20 Valkenboskwartier,52.069020661907295,4.269475672862858,Private room in condo,Private room,2,,1 shared bath,,1,[],$106.00,1,365,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,2023-12-23,0,0,0,,,,,,,,,,0518 16F8 45C0 9EA8 4EAD,t,2,1,1,0,
726008931538221648,https://www.airbnb.com/rooms/726008931538221648,20231223055446,2023-12-23,city scrape,Rental unit in Den Haag · ★4.67 · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-726008931538221648/original/54f17189-8f65-4bc2-bb86-12371cb127ef.jpeg,8113181,https://www.airbnb.com/users/show/8113181,Juliette,2013-08-12,"The Hague, Netherlands",Art expert and yogi with a love for good food and traveling.,within a day,83%,31%,f,https://a0.muscache.com/im/pictures/user/38ffc8ee-4d23-4e99-b624-29898a80974c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/38ffc8ee-4d23-4e99-b624-29898a80974c.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,,Valkenboskwartier,Wijk 20 Valkenboskwartier,52.07689,4.27435,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$110.00,2,365,2,2,365,365,2.0,365.0,,t,26,56,86,358,2023-12-23,6,6,0,2023-03-21,2023-08-18,4.67,5.0,5.0,4.67,4.83,4.83,4.5,0518 665B 9503 36DC 4ACE,f,1,1,0,0,0.65
728122490764584311,https://www.airbnb.com/rooms/728122490764584311,20231223055446,2023-12-23,city scrape,Condo in Den Haag · ★4.78 · 1 bedroom · 1 bed · 1.5 baths,,,https://a0.muscache.com/pictures/miso/Hosting-728122490764584311/original/a75b9384-7b4a-4f52-ac9a-1ea8ec8c9be8.jpeg,4765515,https://www.airbnb.com/users/show/4765515,Aimee,2013-01-19,"The Hague, Netherlands","Ik ben architecte en stedenbouwkundig ontwerper en woon nu 4 jaar in Den Haag. Na enkele jaren te hebben samengewoond met vrienden heb ik nu een appartement voor mezelf en deel ik deze graag, wanneer het agenda-technisch uitkomt, graag met anderen die Den Haag beter willen leren kennen :) Ik heb veel aandacht besteed aan de inrichting (ik hou van mooie tweedehands meubels en lampen struinen), dus hoop dat gasten dat ook kunnen waarderen en er zorgvuldig mee omgaan. Ik ben communicatief, vrolijk, flexibel, geinteresseerd en positief! ",within a day,67%,45%,f,https://a0.muscache.com/im/pictures/user/6b87d2b7-4fe9-49dc-8cd6-f1e21a165655.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6b87d2b7-4fe9-49dc-8cd6-f1e21a165655.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,,Laakkwartier-Oost,Wijk 38 Laakkwartier en Spoorwijk,52.058,4.32896,Entire condo,Entire home/apt,2,,1.5 baths,,1,[],$70.00,2,365,2,2,365,365,2.0,365.0,,t,0,0,0,16,2023-12-23,27,22,1,2022-10-15,2023-12-11,4.78,4.85,4.59,4.93,4.96,4.52,4.7,,f,1,1,0,0,1.86
730222114565298612,https://www.airbnb.com/rooms/730222114565298612,20231223055446,2023-12-23,city scrape,Townhouse in Nootdorp · 2 bedrooms · 2 beds · 1.5 baths,,,https://a0.muscache.com/pictures/miso/Hosting-730222114565298612/original/4d47592d-1d47-424b-ba3d-935111eb182a.jpeg,4548426,https://www.airbnb.com/users/show/4548426,Chantal,2013-01-01,"Nootdorp, Netherlands","Hi! My name is Chantal, I'm Dutch and I was born in Delft. I love to travel, explore and meet new people. I have been using Airbnb for almost 10 years.",within a day,100%,33%,f,https://a0.muscache.com/im/users/4548426/profile_pic/1373567590/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4548426/profile_pic/1373567590/original.jpg?aki_policy=profile_x_medium,,1,3,"['email', 'phone', 'work_email']",t,t,,Morgenweide,Wijk 42 Ypenburg,52.04932,4.3841,Entire townhouse,Entire home/apt,3,,1.5 baths,,2,[],$100.00,90,300,90,90,300,300,90.0,300.0,,t,0,0,15,239,2023-12-23,2,1,0,2022-10-10,2023-02-09,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.14
731448069613618265,https://www.airbnb.com/rooms/731448069613618265,20231223055446,2023-12-23,city scrape,Villa in Den Haag · 1 bedroom · 6 beds · 1.5 shared baths,,,https://a0.muscache.com/pictures/miso/Hosting-731448069613618265/original/ed6efc0c-e797-4cef-b7f3-8019b71dd808.jpeg,18824059,https://www.airbnb.com/users/show/18824059,Paulien,2014-07-24,"The Hague, Netherlands","",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/5d1a8202-c51e-40a7-a558-e7f70aed5254.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5d1a8202-c51e-40a7-a558-e7f70aed5254.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Van Stolkpark en Scheveningse Bosjes,Wijk 06 Van Stolkpark en Scheveningse Bosjes,52.1033175,4.2866759,Private room in villa,Private room,2,,1.5 shared baths,,6,[],$275.00,2,30,2,2,30,30,2.0,30.0,,t,30,60,90,365,2023-12-23,0,0,0,,,,,,,,,,0518 CD85 1906 24E6 42B0,t,1,0,1,0,
731594622045066447,https://www.airbnb.com/rooms/731594622045066447,20231223055446,2023-12-23,city scrape,Condo in Den Haag · 2 bedrooms · 3 beds · 1.5 baths,,"De vruchtenbuurt is een hele gezellige, rustige en gezinsvriendelijke buurt. Je vindt er veel groen, speeltuinen en leuke buurtwinkels. Met een een klein half uurtje wandelen ben je al op het strand en in het prachtige duingebied Westduinpark.",https://a0.muscache.com/pictures/miso/Hosting-731594622045066447/original/6919ce07-cb08-4685-8a9b-ffae6703acc5.jpeg,9035342,https://www.airbnb.com/users/show/9035342,Sophie,2013-09-24,"The Hague, Netherlands","",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/f7c2a9eb-b5d6-4c29-9101-5bff54b52441.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f7c2a9eb-b5d6-4c29-9101-5bff54b52441.jpg?aki_policy=profile_x_medium,,1,1,['phone'],t,t,"Den Haag, Zuid-Holland, Netherlands",Eykenduinen,Wijk 19 Vruchtenbuurt,52.064239,4.2606592,Entire condo,Entire home/apt,4,,1.5 baths,,3,[],$148.00,7,14,7,7,14,14,7.0,14.0,,t,0,0,0,204,2023-12-23,1,1,0,2023-01-07,2023-01-07,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0518 6BA6 43D3 D35A 441C,f,1,1,0,0,0.09
732484979276883723,https://www.airbnb.com/rooms/732484979276883723,20231223055446,2023-12-23,city scrape,Rental unit in Den Haag · ★4.84 · Studio · 1 bed · 1 bath,,"Quiet street in the heart of the city around the corner from a beautiful canal.   Grocery shopping is at the end of the street next to a lovely park. <br />Many bars, award winning restaurants and cafes and great shopping on your doorstep. Next to the beautiful parliament buildings and 10 minutes from the International Peace Palace, tram access to the beach and wonderful Museums.",https://a0.muscache.com/pictures/miso/Hosting-732484979276883723/original/85502c84-ef1a-4c61-8107-3cf0c3efd00c.jpeg,19763992,https://www.airbnb.com/users/show/19763992,Geneviève,2014-08-10,"The Hague, Netherlands",We are a Dutch / Canadian family living in The Hague that very much enjoy offering you this lovely highly reviewed studio apartment. We have traveled a lot and are very internationally minded and now call The Hague our home.  We are friendly and caring people that love to meet and welcome new people to our beautiful city.,within a few hours,100%,100%,t,https://a0.muscache.com/im/pictures/user/342eed5d-f47b-4459-838e-c5e96c73783b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/342eed5d-f47b-4459-838e-c5e96c73783b.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Zuidwal,Wijk 28 Centrum,52.0738,4.31673,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$90.00,2,10,2,2,10,10,2.0,10.0,,t,10,27,36,216,2023-12-23,75,70,3,2022-11-26,2023-12-16,4.84,4.84,4.91,4.95,4.99,4.99,4.77,0518DD1D900705B24422,f,1,1,0,0,5.73
738794287137344182,https://www.airbnb.com/rooms/738794287137344182,20231223055446,2023-12-23,city scrape,Condo in Den Haag · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,,"The neighourhood is safe and quiet, but you can find shops and cafes a few minutes away on Appelstraat and Vlierboomstraat. The beach is about two kilometres away.",https://a0.muscache.com/pictures/2d35a0a4-32c1-4fa4-9229-5ff0f3b7b899.jpg,258586924,https://www.airbnb.com/users/show/258586924,Toby,2019-04-28,Netherlands,"",within a few hours,100%,93%,t,https://a0.muscache.com/im/pictures/user/8f6d0a29-d320-4454-8df8-f5cc24886da1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8f6d0a29-d320-4454-8df8-f5cc24886da1.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Eykenduinen,Wijk 19 Vruchtenbuurt,52.06459,4.25656,Private room in condo,Private room,2,,1 shared bath,,1,[],$60.00,1,14,1,1,14,14,1.0,14.0,,t,0,29,59,59,2023-12-23,45,40,1,2022-10-25,2023-11-27,4.89,4.84,4.93,4.87,4.93,4.53,4.66,0518 D39F A89C F180 4DCE,f,1,0,1,0,3.18
739075989823503263,https://www.airbnb.com/rooms/739075989823503263,20231223055446,2023-12-23,city scrape,Home in Den Haag · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,,,https://a0.muscache.com/pictures/1e3c237e-aaeb-4fff-98f7-765b7ee74624.jpg,24012574,https://www.airbnb.com/users/show/24012574,Jochem,2014-11-21,"Rotterdam, Netherlands",Sup,within a day,70%,39%,t,https://a0.muscache.com/im/pictures/user/4c5775dc-64ee-44bc-aae8-daa81f157809.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4c5775dc-64ee-44bc-aae8-daa81f157809.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone', 'work_email']",t,t,,Belgisch Park,Wijk 02 Belgisch Park,52.1114474,4.293997,Entire home,Entire home/apt,4,,1.5 baths,,2,[],$110.00,4,730,4,4,730,730,4.0,730.0,,t,2,2,23,108,2023-12-23,7,7,0,2022-12-29,2023-08-21,5.0,4.86,4.57,5.0,4.86,4.86,4.86,05181783C49B0391424B,f,1,1,0,0,0.58
744811410990972073,https://www.airbnb.com/rooms/744811410990972073,20231223055446,2023-12-23,previous scrape,Townhouse in Den Haag · 3 bedrooms · 3 beds · 1 bath,,"Heerlijke buurt. Vlak achter de dijk in het oude centrum van scheveningen met kroegen, supermarkt en restaurants op loopafstand.",https://a0.muscache.com/pictures/miso/Hosting-744811410990972073/original/903bf4d9-9280-4506-88c1-2f80e4ce29f0.jpeg,484899786,https://www.airbnb.com/users/show/484899786,Sven,2022-10-24,"The Hague, Netherlands","facts:
- huisje aan het strand
- zeilen en surfen 
- kinderboek geschreven 
- co-ouder van twee geweldige tieners
- pack leader van James 
- wintersport is mijn favoriete vakantie",N/A,N/A,75%,f,https://a0.muscache.com/im/pictures/user/5e57a349-274c-4348-9f3c-d505ad9db4c4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5e57a349-274c-4348-9f3c-d505ad9db4c4.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Oud Scheveningen,Wijk 07 Scheveningen,52.10411,4.27236,Entire townhouse,Entire home/apt,4,,1 bath,,3,[],,6,14,6,6,14,14,6.0,14.0,,,0,0,0,0,2023-12-23,1,1,0,2023-08-20,2023-08-20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0518 FB5C 1D5F 7126 99A7,f,1,1,0,0,0.24
746392732904931117,https://www.airbnb.com/rooms/746392732904931117,20231223055446,2023-12-23,previous scrape,Townhouse in Den Haag · 3 bedrooms · 2 beds · 2 baths,,,https://a0.muscache.com/pictures/miso/Hosting-746392732904931117/original/bab07ddf-3a64-46ab-9496-fd005336977a.jpeg,4179993,https://www.airbnb.com/users/show/4179993,Sophie,2012-11-18,"The Hague, Netherlands","Sophie from the Netherlands, 35 years old, living with 2 daughters and Rutger in The Hague ",N/A,N/A,33%,f,https://a0.muscache.com/im/users/4179993/profile_pic/1401477725/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4179993/profile_pic/1401477725/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Nassaubuurt,Wijk 04 Benoordenhout,52.08811,4.3193,Entire townhouse,Entire home/apt,4,,2 baths,,2,[],$750.00,5,1125,5,5,1125,1125,5.0,1125.0,,t,23,53,83,358,2023-12-23,1,1,0,2023-06-22,2023-06-22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0518 001A D693 33CF 4E43,f,1,1,0,0,0.16
